latitude,longitude,data_hora,temperatura_ar,umidade_relativa,velocidade_vento,direcao_vento,precipitacao,indice_seca,temperatura_superficie,radiacao_solar,concentracao_CO,concentracao_CO2,concentracao_PM25,frp,intensidade_foco,tipo_cobertura_solo,indice_vegetacao_ndvi,deteccao_foco
-18.767475483800226,-47.09188023164408,2024-12-05 17:21:00.674804,34.44770862233466,92.22202102624254,13.08612643068112,179.88128774245925,32.28453342247692,0.7725019656847065,47.421120600433454,1051.1000102571547,6.417631226884522,426.35240724555155,137.90589297783734,66.60108820687694,alta,pastagem,0.9514300453713395,1
3.127143643576815,-42.13274411234511,2024-04-06 16:35:57.219847,20.171590863154986,57.28244336375482,1.600651395318733,268.82883810453393,20.120924712849103,0.4811443597959755,38.702838490096696,128.91883376879525,4.646995289988512,395.9281962615291,142.7809730722064,65.49124659661365,media,pastagem,0.8316357267481717,1
-5.184230211166607,-63.98128404830004,2025-05-07 10:19:45.660717,41.17183690064445,75.24192446524759,4.84659622907478,202.56004103627993,23.59545549572938,0.7889583350103461,22.228275827736965,1102.096724468471,9.648535396153013,489.75350966510007,5.639469427144996,464.96860162370297,nenhuma,solo exposto,0.44028809729000307,0
-10.25097760051261,-49.005036015720044,2025-03-15 13:29:20.711585,33.39348717207724,49.2443468175329,15.473586929585014,29.9889299202467,35.83623913407253,0.07350827680267524,56.740406027541994,436.31971373154073,2.2678866647439584,384.24320994067483,50.97587954957168,47.39025392270585,nenhuma,pastagem,0.7425559455754001,0
-27.071291663187413,-51.13016067425005,2025-01-23 10:05:25.054140,19.716116506708627,66.70311197881944,10.573717073576393,66.80888524207994,43.815301483339695,0.1915939679029951,59.21316531505524,659.0449718570944,5.919778518389513,412.9877782313043,126.4198142724579,2.0398034247023356,alta,floresta,0.9981074738706383,1
-27.0722082272243,-40.68678492846916,2024-01-15 01:23:47.809085,43.87014172443621,40.65183436790068,18.559381235740894,78.95814625113088,13.610940041988783,0.5515342496463607,37.2417366084734,245.52507722745085,7.032079148403204,493.9240395242009,82.78455477597261,194.515245792451,nenhuma,pastagem,0.8710004669292766,0
-30.79282273760842,-37.75651758074958,2023-11-11 09:20:22.653363,30.55096390005962,37.10431178069008,8.575028166827085,92.83113131214417,17.103839798553537,0.947088324752695,44.546432296373084,1092.4804663143536,8.273088444519278,397.80877699074733,122.08876635491215,51.92548721606388,alta,pastagem,0.0012229913883252674,1
-0.08530646055246649,-73.51372914090453,2023-06-29 04:05:49.578616,17.18695355614965,62.04068075525623,17.396247316278462,203.54522110218153,46.53696981812063,0.07475784672178032,38.01194504974987,924.8198457228451,4.12901320123727,446.68897445165,128.73187601150102,431.5182466221255,baixa,floresta,0.7378861824162857,1
-10.157629553758067,-47.039203237648294,2023-11-27 23:09:33.027952,33.80498713245201,54.83167067655823,8.97910874956475,181.42768073714166,28.92558962047227,0.04308421615686431,32.87518603544483,1116.5711452688377,6.900526885809067,397.5090565559488,69.18080189149181,461.3467567214665,nenhuma,floresta,0.8978816645876231,0
-6.093242043750273,-71.92656803521083,2023-05-20 01:59:42.803743,22.59596721038431,62.1582732234983,19.584965574039707,73.13761381111522,8.948090856750051,0.15655067492785568,23.092751714312307,851.5519562299787,3.1016945667043996,366.60124686758735,57.052526013593905,241.21318217820635,nenhuma,floresta,0.32775260539455076,0
